track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Save,0.4697382651265736,0.68734772171098,-5.375899380292713,0.03248189179097985,0.0,0.0,0.12592668963813758,0.2874041196580991,167.84882729610325
Off save,0.5881545319029223,0.7472077227353157,-6.080550679131867,0.03464036015622529,0.0,0.0,0.06067543435421566,0.42532120871549106,167.9934822761372
Material top,0.7741287164586036,0.6739263001846267,-4.133015303071325,0.09885048501334313,0.08186564427976545,0.0,0.11590631915987401,0.8321780053171841,104.3490348188932
Ago,0.6737977253951047,0.865388906365136,-3.494152120265383,0.05461179052673017,0.0,0.0,0.12810751086279354,0.6551554710674969,178.09209658557077
Fact loss pull,0.779915768071538,0.831756265124427,-3.5335038470190416,0.04654882809122812,0.0,0.0,0.14503451208764662,0.8279871506377117,112.24729254502365
Attorney hour,0.8800831086453327,0.685400119249179,-4.453565945750516,0.05457311054586443,0.1182304306613456,0.0,0.08673151628258496,0.8399580772581517,98.1847831353818
Course month American,0.7986848917089688,0.6321100005978284,-3.1502504353731844,0.06736944607289705,0.18767791491661148,0.0,0.05265969906012509,0.8574928136675394,100.1670355979808
Real,0.704530643798074,0.8418081968035843,-3.8850440669740958,0.08265596934552268,0.0,0.0,0.12761636425498785,0.7061581403284749,163.66028883154178
Every media,0.6108903753963555,0.4099708853719452,-6.877956352946942,0.03456370930992165,0.5362253944420505,0.0,0.13972301768371298,0.3073771538465637,103.11762281810533
Court parent,0.4815470674410166,0.6425010972792199,-5.584239483350616,0.05558191635129797,0.0,0.0,0.07763880745597183,0.25871995211932564,170.0407023979022
Community thing guess,0.5819836587968519,0.7604336301127558,-3.861374704244904,0.0340122187247693,0.013071394245012613,0.0,0.10300237845617921,0.31232306278533445,174.54505854068262
Summer successful century money,0.7765231489504234,0.7537535382010239,-4.7602786677587465,0.06196320602348038,0.07654923670036971,0.0,0.051836802810147534,0.890129016457535,96.99257952142558
Along recently firm through,0.5499083593779264,0.41298314274790615,-6.303143850668809,0.03247054363102547,0.6097011770045335,0.0,0.1329482546628739,0.3930990695739376,114.28949893853495
Theory when,0.8898488373514069,0.7209344177324122,-3.236375043263842,0.07936208736209174,0.05112944924914371,0.0,0.09472425053671449,0.9770988730546687,99.46750197327358
Hear grow,0.43911753931528796,0.6926889225716105,-4.765791047388646,0.03691838902037097,0.0,0.0,0.04387704309437593,0.37555846820294214,172.41190725173794
Step world gun,0.8602984571764005,0.750184166461087,-5.5599173489354845,0.04143977844599806,0.10773434716420578,0.0,0.13353596824364267,0.8607354373735234,103.75779743604237
Accept heart,0.6387269947908438,0.8695142616240518,-5.135987789847696,0.0820721989620511,0.13665279152272933,0.0,0.07074140176320379,0.7506359867088225,162.10430790332893
Or family,0.6223551994623998,0.9234489876057393,-4.800156662066877,0.05823336272887643,0.06117220791385359,0.0,0.12945431987801603,0.6217830698824454,162.04884297653285
Ask ten,0.5786015842118959,0.7563315520406088,-3.2055006618152424,0.07267336150275468,0.0,0.0,0.09863275857265665,0.6597283591501784,173.62586997018315
Act attention poor,0.6012895068184845,0.7791597807575175,-6.452550014584011,0.04178322672218921,0.0,0.0,0.10179554306574952,0.29261397642813786,176.1804541715534
Trial,0.442751446695989,0.7878178543319461,-5.838144253454587,0.04672451404350989,0.0,0.0,0.11692421363457446,0.4142271683046853,164.00540891590927
Evidence,0.6093404262208445,0.3830046970815689,-5.37462014923301,0.02061869329123925,0.5036918321669609,0.0,0.09189438277547964,0.22533581141391285,106.89624979595291
Reflect think sell,0.4405043218098907,0.7190002567585415,-4.8156107137809245,0.05197946721694564,0.010301977207806406,0.0,0.0407714128862586,0.23995191348059947,165.36843610780846
Such population officer,0.5717841365162748,0.5479369251644957,-5.085966956562914,0.05864371470670608,0.5919833186707922,0.0,0.1259564679610831,0.37527731623423366,105.01010496443769
Involve first,0.48985034346483114,0.6388734242600438,-4.130895543442654,0.04037678824781853,0.04571256511286064,0.0,0.13522730566984476,0.28106536774485696,176.37784293920967
Civil nice,0.5454090145642849,0.5454011097557906,-4.824311607545381,0.02183885976982885,0.6912884886833917,0.0,0.07573981458209302,0.2577794095683731,110.86643825811552
Fine onto,0.6501674600390893,0.8176966870480692,-5.225619480341701,0.0870995088880476,0.09476224879893039,0.0,0.06810290013491563,0.6600034841409755,165.247946715907
Us take,0.5365677664377482,0.7778660404929691,-5.508808058374089,0.06642558884290634,0.004747700438971677,0.0,0.110245853416946,0.23890016205626724,176.3127151655268
Sound such,0.6617983408207139,0.9439049342614206,-4.120905032810602,0.05258014875323251,0.06682373545389073,0.0,0.10048695582250423,0.7147984487586772,166.70508676436813
Interest money sport,0.5781490848728615,0.703240764532446,-5.215231269408485,0.06070849958955922,0.07597542575022549,0.0,0.12235634498528454,0.35859371087915093,164.49453516084623
Tonight friend including,0.4458432368615153,0.45112675939307223,-6.242378624524437,0.055105671122828034,0.6336767365747566,0.0,0.10582749391616719,0.356012858586508,106.69921902179611
Simple role maintain,0.43777874890965,0.7465963205476549,-6.040243967635818,0.03770440588644618,0.0,0.0,0.11060870161434389,0.37091868260206234,175.2812322931812
Treat government matter,0.7491106740266517,0.5558779387352463,-3.008160998190322,0.06693096512627186,0.030955393939505707,0.0,0.05863250487215287,0.9606507745521751,104.03424920165587
Question long suggest,0.7466072804604639,0.905589894577749,-5.071039247228437,0.0705485295826529,0.09031829131591196,0.0,0.13772611379547278,0.6727902472268743,166.5128405321712
Dinner benefit before example,0.7313747510010745,0.8608380945095081,-2.716526083116323,0.055669757557723444,0.04327046258726427,0.0,0.11618471758346677,0.5862006708566547,178.70813613056393
Sea government run,0.4809924442651363,0.6335715973644707,-4.982861124865078,0.0582871599982422,0.00106618312174119,0.0,0.07900433184210383,0.3725197348555155,167.47216860634302
Site deal throughout,0.885339650250079,0.817131560648369,-3.303103929200808,0.051116935153973586,0.0704717737367097,0.0,0.14004897062867197,0.8989360751017303,106.78217732944522
Minute know,0.8554812774558863,0.8397015509365762,-4.166840938757751,0.079214736229437,0.0,0.0,0.12335523367223794,0.8857879746404527,109.0535927379452
Also war,0.5818116710264979,0.9422300806234917,-2.6098831777592526,0.07281012880224609,0.020154539202112555,0.0,0.078028980958405,0.6371651989079435,177.32519766500525
School financial husband,0.7469923172077648,0.6942964885025891,-2.485070668130866,0.06046133029312811,0.1183338559359954,0.0,0.09332276844365407,0.9949022629890497,95.632629244842
Act off always,0.5685422703679337,0.6522160713405663,-4.2493161008917175,0.049882051558412965,0.08342077788342174,0.0,0.07203547803122341,0.296908834888144,165.40682249039017
Nearly sometimes,0.5673200461784327,0.7846675536728195,-2.8612108313191116,0.07296932236706209,0.0,0.0,0.1046510429624883,0.6877033912757127,174.34827694329573
Although fine effort,0.4813517263587366,0.6359973252981561,-6.0467871828180915,0.03633414598865238,0.07306424850682704,0.0,0.06162177431681383,0.2364869938196804,178.16459775026408
Movie need,0.8743248635725827,0.8647110302879443,-3.362902370229163,0.046876814917974324,0.07121062388681675,0.0,0.06829522317272904,0.9224194659025933,97.27150128885333
Present pay outside,0.4350855883277474,0.6465073236545867,-3.883838164484663,0.06172631123449228,0.016853471755309442,0.0,0.06135637053874975,0.24150689839014972,170.8656753723846
Face world pattern,0.7899545697695002,0.7043546526280275,-2.9644308681280678,0.07961546741426395,0.047902994005094436,0.0,0.11062648641068369,0.828583315188844,91.71150144722773
Fight give child,0.552670258843374,0.3591871347771306,-6.097345334815488,0.05198932915282847,0.5441737657010745,0.0,0.1476943641239285,0.3256504164935066,113.57438401477566
Spend nation,0.5229260518220115,0.8159853672571086,-5.689305981745559,0.03361866582881075,0.0,0.0,0.12134749897452542,0.34750636145322567,170.09958435986786
Myself,0.47924982790063064,0.7161041482094734,-6.158811814883769,0.0684179367091324,0.0511051326885275,0.0,0.1023900709550567,0.39024523515191667,179.25135082868948
Effect state officer,0.7626236894715975,0.7087260978450232,-5.476706769083142,0.04491303188741217,0.0,0.0,0.062194425997938445,0.7954802325395463,95.12775883286326
Act no article,0.692751353186116,0.7797452332538434,-4.115022956567687,0.07238353394627257,0.006667654163441821,0.0,0.0700090224364661,0.8837988811501541,96.61139448645127
Citizen response eat,0.4572753353955481,0.4494797521133421,-6.714228621817051,0.029668020346696956,0.6314602604004345,0.0,0.07614203589002669,0.35911979029817676,118.01106771750676
East gun without,0.7429386042458577,0.8597738945082831,-4.37693053779623,0.08534774632358927,0.07827997402538747,0.0,0.1297286475387301,0.7581171411244221,172.8050181975314
High type old,0.5137305964751563,0.7883752688695,-3.6680283624530037,0.063422810989401,0.0,0.0,0.09777076664554438,0.268778895714206,170.88304524436387
None huge,0.5206015657807326,0.6335748125036175,-5.8336260525355055,0.04427702861332952,0.06438913313051971,0.0,0.13186175670794076,0.2482716144078101,170.40269862897156
Next,0.7542487846552434,0.6232187575741907,-4.226255497328657,0.0691226968547857,0.17309423375536184,0.0,0.07736335008900777,0.954679205061361,101.939804429156
Fund movie,0.5440874888425888,0.7450991458667247,-6.266221966484403,0.03298189168164546,0.0,0.0,0.12678723597943897,0.27077348838035475,174.99143929757645
Yard seek,0.7592402157701584,0.6755021013004767,-2.8177668974593675,0.09980888870111662,0.12017851541203402,0.0,0.12342221460383776,0.9939557366696752,105.92781388981902
Few smile possible,0.566329016301756,0.7891840769479688,-3.2216457895272335,0.06047342338838766,0.0,0.0,0.15748030598496374,0.6206683599155544,162.20882363252542
Meet go before simple,0.699055221181679,0.8542938422605837,-4.263824038595424,0.0511621106221406,0.07415212561999444,0.0,0.11651644675678617,0.8744795736566875,107.06471320514834
Walk exactly,0.5421661066738173,0.6783942667056523,-5.583511531088481,0.051048887195650164,0.059054704426626685,0.0,0.08023083732322654,0.42905792159635747,170.57174274051715
Pressure drug since,0.5036299767297282,0.512974985096042,-7.26107837267903,0.058085432906013146,0.5478022039076991,0.0,0.12729587321089045,0.2594807917256331,103.80806317292732
This heart,0.6305241249778507,0.8447536200191255,-4.6166266392508355,0.064308912907628,0.005687906432328131,0.0,0.07463016674851645,0.5876127499348658,179.71685139224408
Industry worry operation,0.682022845812048,0.8462104718810751,-2.988941879547258,0.05246372368919846,0.0,0.0,0.1404739048907535,0.6628222646177859,174.95071171465577
Send both traditional,0.7448716195335914,0.8649052675010688,-4.728554434530895,0.06874313995256098,0.10884317477906523,0.0,0.07890733345495964,0.8799508632794182,100.35991694038023
Particularly minute,0.665655523561736,0.8578907935223387,-4.765187795021335,0.05344677653856674,0.024940440509305266,0.0,0.06430272994823216,0.5838199943422143,161.6663754791424
Line there,0.5785360283056461,0.759733033920925,-4.929961861007698,0.03130702213144129,0.0729980569957351,0.0,0.09696631307379346,0.270843667063806,162.75669212905268
Mean sort,0.5742684194031267,0.6955586876382216,-4.979375826890124,0.050133761231126645,0.006840936612846007,0.0,0.08911111624320066,0.26601190522366613,175.92615698101105
Recently us since,0.7903075785281548,0.8304803991449293,-4.127911458871797,0.052863802976278136,0.050072942584289,0.0,0.14329284406909437,0.8882916703008761,104.01224285874517
Situation mother our,0.7333561640220616,0.7574128282513639,-4.839177534329165,0.08514761400168855,0.030356642502739804,0.0,0.12884067587892817,0.6819810808042109,176.59090629521796
Democrat course more,0.7287358496951702,0.6406203544004773,-3.618652789012075,0.09900018844353681,0.09810633269263475,0.0,0.12819565583681503,0.8839010323150693,105.69786635385404
Most throughout likely,0.5894421910464396,0.7750944533752968,-4.881894030486211,0.06996860074957206,0.09226728610258647,0.0,0.08171591411701001,0.6956799185823269,169.78639026814284
Wait safe season,0.526133755631507,0.3638233727472819,-6.865123362496107,0.035483071326737704,0.5739055029707729,0.0,0.08086630870580437,0.3838379061286492,103.93014387813366
Person because,0.8036984263773688,0.6267925198188191,-4.573616596841807,0.08455660569495671,0.030748346446071564,0.0,0.06566508792057668,0.9430548576114945,101.89954602903487
Usually smile,0.7318810570157263,0.5736720165826656,-3.035308658301561,0.07512751679699946,0.17755890166959604,0.0,0.07344908194007047,0.8725811231731487,92.03294145903715
Seat respond,0.7394614372641785,0.7609487498276032,-4.144764682567506,0.05439854116934168,0.0,0.0,0.06920664918099804,0.7041806169917827,173.55704350605492
Specific,0.7785563728411327,0.5874309373516841,-3.4325502725049724,0.06600948813985857,0.16735258943140668,0.0,0.0875564714229574,0.8052487503993716,99.48837720394874
Service his,0.8788368269211623,0.7971443141163679,-3.615861024093501,0.06790214915429185,0.048135048525860744,0.0,0.10808406093666845,0.9070907669397227,112.5548606999773
Recently hundred,0.5565357133788628,0.3780131485316553,-5.226702039384456,0.033811300827345514,0.588218080768057,0.0,0.10220906730658189,0.3418874183751566,107.93618021406441
Entire picture source,0.5940704311434836,0.7668377586821222,-5.1575835177984715,0.04968592247165461,0.0,0.0,0.11604647265154314,0.23701141185967795,173.3204662484819
President finish push,0.5580084247031669,0.6600901589730684,-4.409871494145429,0.05987220944658532,0.0,0.0,0.11482353557061054,0.3775714994212469,162.64341589478204
Analysis official expert,0.6035043393847859,0.9208854831814305,-5.260308723152688,0.06572595215681974,0.1280974727650513,0.0,0.09587731615485975,0.7239486470848155,170.7507115511155
Picture,0.5746935957945484,0.9335615123020613,-4.2401507963461125,0.05381059051490242,0.012176513109864152,0.0,0.14697778062737618,0.5975990879772428,165.5765489718991
Case to,0.550753174738077,0.8854941896544947,-4.090872658680702,0.05839098023485856,0.0,0.0,0.07956323230138154,0.736438851083785,170.48774184448746
When,0.741477314104311,0.7012368120515184,-5.417141182124903,0.050950812548058264,0.07510272770784505,0.0,0.09992705388425316,0.7973499668967035,99.17448941395561
Decision beyond,0.41949983094847076,0.6750217000137828,-4.155867117656847,0.0406411886040729,0.08315862780248369,0.0,0.13484371512816462,0.24260871127868022,175.3044901264258
Finally could campaign laugh,0.9186827791987158,0.6130441053655341,-1.9002354492868756,0.08144190667919571,0.04727119598431238,0.0,0.05227595536950799,0.992065438481245,86.45162354484034
Single national,0.5591618296034472,0.4194011213084845,-4.696279059924445,0.03320696673771363,0.5977686472813816,0.0,0.06898919660154841,0.4078461584948102,110.78684123550374
Kind walk,0.7561414860934138,0.8705031416483582,-5.146060763154493,0.05510878996061181,0.05025100296672984,0.0,0.12703711812474122,0.8045064179083186,112.91993809435863
Child them,0.4991044229210053,0.6389194669632933,-6.113895367957766,0.05533329632285126,0.0,0.0,0.049090022826589134,0.31490139224694136,179.64156443628946
Seven agent provide,0.7670717115288339,0.7684624198365779,-4.196561591544476,0.051750132995309894,0.04079063482241439,0.0,0.1336987080298494,0.8893114209575341,109.01341070157989
Compare put education,0.5199282316030635,0.45949706959760417,-5.162626449554644,0.048063209582296915,0.5099439783828323,0.0,0.12261129822875336,0.31686489537948165,117.39648290765234
Election after seem,0.8794580790041813,0.6092149708540316,-2.1153556677172514,0.09154393777873358,0.0053484102582866955,0.0,0.12104939888194745,0.9083133082167276,104.92701250031187
Firm force here,0.4759853181753135,0.7970501427629724,-6.5939155098241145,0.046678799082093145,0.1066592553449404,0.0,0.08243897382701539,0.3261976520791203,168.82726187646952
Fall these way,0.5536383641303261,0.9296990675210806,-5.436806092774464,0.08318524996327131,0.10981304245968981,0.0,0.14515640400852198,0.7279163530511905,164.1906132766696
Although pass,0.8339121629363816,0.5896061271825916,-2.08269783699226,0.07720879047576433,0.04931045575108404,0.0,0.04057176196972996,0.818603996713868,93.98053292958929
This order around for,0.8619682842127898,0.7850908755075434,-4.9777170591234015,0.07676809656771366,0.04191300763649622,0.0,0.12050899868693091,0.8912086103482417,105.55253448924145
Middle billion painting,0.6093358381139061,0.4062496833427919,-5.682702860141588,0.04832878974235261,0.6667630455840777,0.0,0.11290805999459724,0.33891076799784914,106.91843518508819
Agree very answer,0.5725409713564098,0.4837012656817362,-6.379596783092297,0.04740872734762773,0.5327220580559008,0.0,0.07567740427773184,0.3415474148922504,114.34745642941566
New include simple,0.8678254130457967,0.854629296704146,-5.88960378264727,0.07151797862357381,0.0,0.0,0.12878759953973895,0.8395853409133549,100.5266198134481
Under reality ready,0.5140872286393094,0.6464331781322584,-3.767553097569977,0.04892085245649862,0.04450703158657112,0.0,0.09319029250013668,0.3443732779265659,176.45573652113063
Player themselves because,0.7750466515522425,0.7715726646965582,-5.145910602734772,0.05678259849146851,0.003661361723097844,0.0,0.0903725303587727,0.8308935042586689,110.48199987353729
Owner increase,0.47098948038765187,0.5192503870681588,-5.3294345969111525,0.021922961557731817,0.5628990948147519,0.0,0.06327793261074918,0.2568345408752053,117.89941652667883
Just clearly,0.4478265125225737,0.3591304167655648,-7.160243845118744,0.05570005406594915,0.6909490748973514,0.0,0.10510828291070702,0.2214498097492263,116.98811243247124
Need Mrs first,0.8783543126502044,0.6540992683930357,-3.090574925945149,0.08012220705445175,0.016962934628024492,0.0,0.048181664389020454,0.9558493701558908,99.06572997333336
Thank doctor positive second,0.45917980734894986,0.8173195833415019,-5.157864006393096,0.04194827800091415,0.017469310752670685,0.0,0.04127558488812051,0.3909583896043435,166.15292486295888
Trip environmental,0.8827584441707911,0.5692259840382925,-3.4417220823578867,0.0814472992330546,0.022706584057034435,0.0,0.11229410200413513,0.9840578515380166,88.3213865840568
Hot minute,0.7610503777752996,0.8695115729336567,-3.258409920379379,0.05151816591231256,0.0,0.0,0.12110684288467126,0.8836911731999356,97.99705742259522
Behind option,0.7833581173264663,0.6869607981291511,-3.4298161128155726,0.046418304531483295,0.0,0.0,0.09690313575630338,0.936795903006264,102.83599569122437
Money street series,0.5509428642068339,0.5061905951518562,-7.438229606419952,0.03870576849588925,0.5572189334207119,0.0,0.13516759739214623,0.2922487083295768,116.15125160918053
Development especially,0.6056034539942995,0.7666559074310717,-4.646078810544825,0.051725894410671144,0.02815442637641862,0.0,0.05210717574744738,0.2784975394290466,161.80860285685014
Future between coach,0.7893998205039515,0.703497083353905,-4.453596389072967,0.07858178819398165,0.02769792270217028,0.0,0.1368316848698835,0.8397373938590327,93.11147045595528
Adult TV money,0.7826994034331474,0.6042052906838087,-1.902416447941682,0.07764839692621102,0.03729435296634159,0.0,0.1042031514437979,0.9990979337370085,87.3876852682391
Artist white hope,0.5253041402009796,0.47810881816617945,-5.970116311268384,0.032987199481073176,0.6888706653195847,0.0,0.07500551888236634,0.3789711472349587,101.5477598908762
Environment international,0.41347453273168444,0.8225779561169171,-6.576831882316068,0.03818542253956929,0.0,0.0,0.06858223241771504,0.3609732492340818,164.71596280173466
Establish sense from total,0.5803551225346668,0.49336804542546076,-7.104415349365858,0.05521436084016783,0.6369054143693673,0.0,0.14399023456463755,0.2590253275591887,102.38210115463812
Cover,0.5893348681874335,0.7958774925124437,-5.245670671757347,0.052723414565596566,0.0,0.0,0.12245703341081006,0.7645603240635405,170.3374623832916
Plan fish story,0.6468846180514346,0.8030843440005712,-3.2730933156495032,0.05728715391264848,0.1094875518674541,0.0,0.09654425578504941,0.6438976373095272,175.17711599969832
Set take,0.845215608623274,0.865979093759387,-4.271326433433911,0.0531233097325312,0.0,0.0,0.07936483834426857,0.8062896528219691,102.24797177944718
Social thing,0.6044314801413401,0.49625737543546694,-6.415522274575723,0.04625231212764862,0.6905276219579458,0.0,0.14793532104149149,0.34902905521502403,118.65876733854752
Ahead authority sign,0.6035605187009242,0.8052754553634971,-4.4383646986765815,0.04010875152733224,0.08099252424997234,0.0,0.11991684713191904,0.2638422753400006,173.68968699712966
Child argue write,0.7415832068150875,0.6937759106856185,-3.71887579888989,0.06500948711860352,0.0,0.0,0.05150005603208672,0.8215131738184154,94.15333116732575
Pass keep,0.5212973806157886,0.369051945827281,-4.826107713993969,0.02207505456418627,0.6861872433021718,0.0,0.07261035986143831,0.3164709425426119,101.80602365780389
Sport,0.502664671222487,0.7303949657951355,-4.2490424767390405,0.06722027749909726,0.0,0.0,0.13144656665818244,0.2498145503725418,161.12245143974545
Old company measure money,0.7198359881975136,0.8290136197033334,-3.4904344146180533,0.07441914939952791,0.0,0.0,0.050668429929064035,0.948424117583901,110.0933412021723
Police career lose,0.5846395631982932,0.7808112883821059,-6.352839039763469,0.05545688314676128,0.08442821908652655,0.0,0.06583793272116378,0.3972175025826772,166.52856476296157
Receive which last,0.5731591741409803,0.798487434947842,-4.93948386968085,0.08395083293258261,0.0997787436528634,0.0,0.092122308263417,0.6666249076245708,172.86642892873408
High good,0.584002750060203,0.4624596062012719,-4.695979956076122,0.02768678897850586,0.6149818489991062,0.0,0.06540532177384845,0.40915655230950276,101.69464168691843
Sure we,0.4265582111313945,0.5205940728913494,-6.7373670090168805,0.05869395018888754,0.5946660356233331,0.0,0.11114797491558717,0.32975455474645854,119.86189160882067
Bill wrong likely,0.6050225799676138,0.7607570124578846,-4.888735069585009,0.035448713900864445,0.10550364603824279,0.0,0.1238495229255954,0.4036437947444479,180.29795403677852
Seven simple Mr,0.8778760125804528,0.7648978919732101,-3.328828499629301,0.04028836166955781,0.0,0.0,0.08157820817619188,0.8572790327504256,105.62113627233303
Early hundred go side,0.4209735377081256,0.5101180872117488,-6.283065959877023,0.02932560471066646,0.5799574859914773,0.0,0.07037480904537818,0.3822598227510984,103.14472590620899
Reason what moment,0.42849653037513263,0.5398094567116388,-5.028403051467438,0.051472149566503186,0.5769442448919844,0.0,0.05584748282051813,0.3302512230589102,110.48349399131047
Huge each save,0.5379588200954861,0.48206796420736175,-6.096885392932841,0.05809989335337162,0.5188092665629107,0.0,0.08869579326745869,0.31776417095814813,105.17194209435438
Shake anyone fish hope,0.48172585739838225,0.7504705776420614,-6.2388919555128535,0.06207733080031326,0.06244654471027671,0.0,0.1368350139736651,0.3070632736276024,166.99201151866575
Away most just involve,0.6189673903426783,0.3587577542169567,-6.0276171964673235,0.023812023493518974,0.6817454742234232,0.0,0.11414855120145961,0.31596829694856216,112.82247319995481
Fill notice,0.7847366875819968,0.7012101861548009,-5.275147897257346,0.056858051850013684,0.0,0.0,0.12292278384079142,0.805295443623048,95.64577596165974
Heart health personal,0.8214787150432301,0.6801809848650433,-5.318080621336839,0.06905320045001168,0.053274857476615214,0.0,0.12869241322476355,0.8480509412337744,103.30425032689422
Here stage,0.44003561995251006,0.6779868962871771,-5.428498865870447,0.06510379937892621,0.09178336305516006,0.0,0.08457202690571812,0.3097887531728755,179.80499980681944
Buy,0.5262720353527501,0.4063635117125167,-5.87761603394283,0.031589142471073556,0.6262300127492914,0.0,0.05336585436581209,0.2330792308916817,100.18500680429916
How ever piece,0.5875976391633073,0.6896644657930635,-4.182163138021105,0.05829643839738148,0.08254409252000171,0.0,0.04584335178381674,0.4292589094482485,179.84761903335485
Foot perform,0.5930027897576448,0.7164336176687262,-6.114657707323403,0.05268060472412814,0.07537057133323917,0.0,0.06751436264791111,0.25739445785079484,176.53351890576073
Fish measure possible,0.479077611754925,0.4509953747582035,-6.269322479818866,0.042174101752940125,0.5448517137753641,0.0,0.08157145549856411,0.35526868206639994,103.19983105341338
Current nearly,0.59943171004983,0.4790532316426902,-7.382253192707281,0.05703302124705087,0.5143785230547978,0.0,0.050101838453233905,0.27570681929072516,114.67852836727747
Security when,0.4414584207371963,0.6373775812131831,-3.8866465093564573,0.05012315188816224,0.0,0.0,0.07031538156682614,0.25451104294802535,173.54736903247178
American culture,0.8022512367594702,0.7829896078906005,-5.023242573406397,0.043563438273570294,0.11583627350572932,0.0,0.10863004877185638,0.9096606274887908,105.07067106783677
Help trouble born,0.5129402255430678,0.7854536735603244,-5.080608139993199,0.06659308602787893,0.018730582205581763,0.0,0.1331422876097002,0.2463150854414815,175.32564285446963
Across around call,0.6125184763895848,0.9384134967324113,-2.6506065088702497,0.07893691742419663,0.10368798474639368,0.0,0.13700213653387588,0.6093988584034747,165.26267935624887
Success board hope,0.8786654450490032,0.7997081812204967,-4.648998957562598,0.07203352989933062,0.0,0.0,0.12229632709886895,0.8880433728899839,108.6688492977708
Letter somebody,0.7448528221210187,0.6906046355426178,-3.374614855593877,0.042450314986771556,0.025176300838799636,0.0,0.13548997523224535,0.8217539930061548,104.92969351479778
Trial rock,0.4754592220408792,0.4258232942998341,-6.59607967726482,0.03655062123272773,0.5487584453321304,0.0,0.10890248311163796,0.22861135034820174,108.76768981738513
Glass sort,0.6736710765555973,0.7778513284229536,-3.6772692715857946,0.07228096825620876,0.09997760012806084,0.0,0.1075028738953004,0.7012253045540878,161.8625486737318
Third vote,0.6083798587673686,0.461979608536514,-5.221515406319187,0.04873794563286816,0.6805758305021361,0.0,0.11992352989709437,0.37568164685107763,114.26814966769936
Material test body,0.462411375158394,0.539251624973291,-5.783268746828971,0.04236134938818329,0.6781701708747943,0.0,0.09145890355452192,0.27221993043061843,100.1551367573974
